code3,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ARE,8,19,24,12,2,1,2,3,8,22,19,6,7,13,3,3,*
ARG,1337,1289,1003,355,66,30,24,37,57,68,63,38,19,11,4,6,7
ARM,53,71,36,32,41,23,48,59,73,58,40,55,36,16,2,3,9
ATG,6,6,36,22,13,7,8,,25,41,27,32,30,28,6,7,20
AZE,195,209,190,163,98,45,31,27,18,36,37,42,42,20,4,20,170
BDI,136,357,307,159,158,129,391,432,387,246,212,222,179,125,49,186,418
BEN,5,11,15,14,2,2,8,14,16,18,10,20,12,6,11,8,10
BFA,11,21,55,22,7,6,11,15,26,39,25,25,20,10,6,11,9
BGD,397,445,548,741,517,299,195,173,208,251,251,223,235,245,164,204,290
BGR,264,331,399,260,145,67,47,67,79,70,71,69,62,38,8,4,26
BHR,2,,2,,1,2,2,2,2,0,6,10,4,8,2,7,12
BHS,2,,,1,1,,4,15,21,27,28,35,32,17,13,47,65
BIH,26,34,38,40,27,35,33,61,61,54,63,106,58,21,7,0,11
BLR,91,101,81,62,50,36,46,62,63,50,40,32,23,12,3,3,11
BLZ,1,8,10,6,3,3,2,10,8,7,5,9,1,2,0,1,*
BOL,54,66,99,90,59,6,17,35,33,39,28,22,17,7,4,4,13
BRA,55,198,570,671,124,89,54,96,154,178,179,95,73,25,7,30,49
BRB,8,19,56,43,12,18,37,30,45,66,63,73,56,34,9,16,32
BTN,2,1,,,,,4,6,3,0,2,0,,,0,1,0
BWA,1,2,10,16,7,8,27,48,148,190,170,150,99,69,0,0,46
,3,20,31,17,13,17,2,8,6,2,2,5,5,5,9,6,*
CHL,85,111,193,173,89,33,28,52,75,110,110,78,32,13,2,18,36
CHN,1230,1907,2616,2257,1812,1890,1983,2322,3044,2971,2971,3165,3165,2470,680,1068,2110
,60,73,82,77,56,61,44,61,72,90,86,132,92,56,16,22,27
CMR,87,140,101,113,98,70,118,205,278,289,246,187,157,151,82,126,139
COD,793,1247,1122,529,361,336,431,532,729,695,682,630,470,315,180,219,325
COG,99,136,110,51,32,21,32,39,72,102,87,88,46,28,20,60,46
COL,927,1823,3148,2822,3271,1461,1412,3079,4671,3725,2692,1882,1254,806,274,457,957
COM,3,4,5,5,2,2,,,3,2,1,1,3,2,0,0,0
CRI,211,647,1698,1433,326,107,54,43,56,67,74,34,18,8,1,2,*
CUB,151,200,237,171,149,125,145,214,258,381,264,198,166,147,82,46,72
CYP,3,2,1,4,1,2,,,1,1,1,2,1,1,0,2,*
CZE,47,58,60,47,23,14,4,82,746,2057,1123,651,188,88,59,85,193
DEU,13,11,31,24,23,32,38,57,81,69,25,17,15,10,3,1,9
DJI,124,148,94,46,18,7,13,27,55,130,193,209,145,114,29,46,159
DMA,10,23,47,24,17,41,7,8,19,18,16,6,7,5,0,0,*
DNK,3,,6,1,5,5,5,1,6,0,1,0,,,0,0,
DOM,24,66,79,53,70,12,50,84,110,165,175,174,102,64,17,15,30
DZA,348,561,305,114,72,49,73,118,140,197,256,283,284,174,53,45,70
ECU,90,107,229,235,179,42,38,57,87,114,91,61,41,29,13,4,28
EGY,116,188,189,257,168,100,77,84,100,101,164,193,239,214,97,99,244
ERI,113,188,182,148,140,115,133,180,321,274,247,150,186,183,116,149,610
ESP,11,7,12,20,6,6,3,6,17,33,40,64,65,33,6,8,14
EST,20,30,33,20,7,5,4,1,0,7,15,25,17,0,0,0,0
ETH,168,243,302,300,203,160,211,201,318,312,245,177,153,153,108,206,315
FIN,1,2,2,,,,1,0,,2,2,4,6,3,0,1,*
FJI,239,183,66,32,19,36,37,57,68,76,79,43,19,5,3,0,6
FRA,12,19,33,26,21,19,13,34,45,59,33,46,33,16,3,9,13
GAB,8,29,32,8,5,4,8,6,8,8,15,19,11,5,3,2,12
GBR,8,3,18,13,,1,11,10,2,20,32,32,14,10,0,0,*
GEO,108,123,90,74,67,69,88,102,158,165,177,131,136,109,51,97,205
GHA,189,290,341,236,67,65,66,90,112,129,117,104,92,95,50,79,120
GIN,186,350,240,124,130,81,65,103,147,175,185,173,142,115,32,32,61
GMB,3,12,16,15,6,3,7,16,24,25,32,20,34,29,15,17,41
GNB,4,3,7,6,8,3,2,2,5,7,7,4,2,1,3,6,*
GNQ,4,,1,6,1,1,1,0,6,11,10,2,7,4,3,0,*
GRC,12,20,18,11,10,12,1,5,10,16,31,33,107,79,3,9,19
GRD,89,175,374,258,121,101,41,63,65,88,63,36,28,21,5,5,13
GTM,152,213,285,276,256,134,182,275,438,560,619,480,294,153,34,37,67
GUY,136,293,939,909,374,252,204,197,240,279,160,85,55,46,4,31,56
,2,7,2,8,2,9,13,25,49,66,81,,56,34,1,4,21
HND,143,187,285,224,245,157,181,262,604,599,612,499,414,234,74,80,124
HRV,23,25,35,36,32,28,16,24,33,79,252,647,1172,869,39,20,287
HTI,271,229,259,156,128,321,686,4181,8362,7506,3936,1369,561,348,205,205,387
HUN,1894,3987,2938,832,498,149,71,68,274,2434,3534,5975,3697,1902,247,597,1502
IDN,27,48,64,224,251,137,88,120,112,72,56,47,39,18,3,13,30
IND,1315,1287,1393,1147,990,692,775,981,1129,1039,1144,1173,1284,1008,187,338,597
IRN,794,856,597,402,349,331,278,364,493,557,517,429,396,309,86,107,288
IRQ,279,436,478,277,111,102,175,359,465,419,291,165,170,205,294,351,678
ISR,233,457,728,619,477,290,547,744,875,921,650,386,283,143,18,19,75
ITA,14,12,17,18,13,11,7,10,22,21,42,32,41,38,22,42,19
JAM,115,192,394,316,147,162,139,173,337,502,520,417,326,233,78,120,180
JOR,49,77,103,198,125,60,81,128,193,190,135,109,114,65,36,64,103
JPN,1,2,9,4,4,2,4,5,13,15,3,31,27,14,3,4,7
KAZ,146,131,84,38,17,20,25,39,34,33,46,61,94,73,4,13,59
KEN,140,181,325,258,193,80,117,115,172,201,153,80,67,56,21,42,82
KGZ,84,46,24,20,13,24,24,16,21,17,22,20,13,9,9,20,17
KHM,6,34,49,29,20,20,26,42,38,37,25,57,65,51,8,2,21
KNA,1,1,5,4,1,1,4,8,8,11,12,14,20,21,7,5,9
,265,285,388,442,270,255,246,322,395,261,188,126,92,45,4,12,26
KWT,43,57,27,16,19,1,5,7,13,16,32,34,16,26,2,3,6
,2,1,8,2,3,2,4,5,19,39,39,11,3,1,0,0,0
LBN,399,560,660,586,313,165,357,467,443,323,272,212,167,152,66,126,296
LBR,19,26,21,37,33,15,32,48,70,92,73,32,11,5,6,5,13
LBY,99,113,78,55,31,34,40,46,49,61,74,178,106,70,90,255,272
LCA,21,66,270,272,144,195,139,179,336,597,683,679,512,244,16,15,168
LKA,2192,3042,2360,1213,917,1081,1086,1073,1025,763,1283,1432,1189,863,126,159,788
LTU,56,107,112,91,33,14,10,15,19,64,103,98,68,38,0,0,14
LVA,21,51,42,26,14,9,5,5,14,61,167,134,84,34,0,0,13
,1,,,,,,,,,,,,,,,,
MAR,39,56,61,54,37,45,49,62,74,88,96,91,76,39,18,25,30
MDA,64,49,67,45,30,31,27,46,95,122,119,80,54,32,1,3,18
MDG,4,1,5,8,1,1,2,0,3,10,8,6,11,11,4,2,*
MDV,1,1,,,1,1,,,,,,,,,0,0,
MEX,1156,1661,2838,3191,3400,3174,4839,8243,10658,13873,9322,3997,1372,450,16,57,300
,26,70,109,93,58,35,24,22,40,56,57,52,32,12,0,1,8
MLI,37,48,76,22,13,1,20,24,28,26,24,29,48,39,30,84,51
MLT,4,3,3,,,,1,1,0,,1,0,,,0,,
MMR,11,21,53,34,37,29,23,26,30,15,19,9,11,6,4,3,5
MNG,21,22,26,15,12,26,39,51,61,53,48,23,24,22,14,18,27
MOZ,1,,3,4,,1,,,1,1,1,1,0,0,0,1,*
MRT,23,47,67,45,97,82,30,27,31,44,56,45,23,19,11,33,56
MUS,3,10,8,8,5,3,6,5,5,5,2,3,6,6,1,5,*
MYS,111,166,350,201,88,72,58,31,41,42,20,32,28,16,1,2,13
NAM,3,12,13,9,14,11,9,16,23,43,335,1055,550,254,1,1,59
NER,5,17,26,9,20,8,10,12,19,32,29,23,12,6,1,4,7
NGA,795,984,1328,1058,700,476,691,1157,1539,1633,1552,913,677,691,362,623,1526
NIC,33,64,120,99,38,29,20,57,72,79,87,76,54,14,0,4,7
NLD,8,4,7,10,22,26,10,12,14,13,16,27,23,12,6,2,*
NPL,19,49,56,65,60,44,114,161,202,269,222,77,60,49,20,75,144
PAK,2495,2975,4577,4845,1997,1004,710,663,743,739,821,1069,1186,858,330,546,1076
PAN,5,28,57,54,37,28,8,24,31,36,41,31,26,10,6,7,8
PER,373,724,1342,947,632,222,218,233,333,364,257,241,178,98,6,27,51
PHL,103,264,646,728,143,113,112,149,231,302,272,165,104,57,10,14,35
POL,340,336,315,340,106,47,44,52,127,156,132,330,259,133,10,15,47
PRK,6,1,5,2,1,1,26,126,126,59,179,393,822,710,3,2,313
PRT,56,115,514,366,179,78,27,35,33,41,60,67,39,26,0,8,14
PRY,3,7,28,22,20,11,21,27,22,20,11,6,3,0,0,0,0
PSE,60,159,196,144,106,37,56,104,174,175,109,59,53,53,42,96,321
QAT,5,8,9,9,,1,1,1,1,3,7,7,5,0,1,0,*
ROU,411,445,440,334,150,118,116,127,134,168,208,369,511,325,12,4,295
RUS,665,609,514,360,272,203,233,310,386,389,364,307,288,200,40,67,134
RWA,223,206,189,94,89,121,231,361,450,373,275,202,124,96,30,47,70
SAU,32,60,56,24,22,19,5,8,12,18,35,39,33,28,10,28,151
SDN,332,410,266,120,71,48,51,60,71,59,59,71,105,100,46,59,334
SEN,20,17,28,23,19,22,32,25,44,72,82,84,67,55,27,27,31
SGP,2,9,15,9,5,11,3,7,6,4,10,13,10,7,1,5,6
SLB,3,,,4,10,10,26,22,0,0,,,,,0,0,0
SLE,82,109,83,45,41,22,21,35,45,33,17,22,13,9,1,8,19
SLV,271,573,570,415,356,193,266,400,803,1107,1117,830,631,355,64,107,213
SOM,555,747,475,220,265,169,238,331,636,935,875,442,387,306,204,413,697
,188,243,274,215,30,95,119,0,189,225,263,213,175,122,41,37,96
SUR,1,4,5,10,11,,8,9,11,7,4,2,1,0,0,0,0
SVK,52,52,52,72,17,12,5,8,50,325,419,526,534,364,296,502,559
SVN,2,17,16,10,5,6,6,9,12,16,15,7,12,11,0,0,6
SWZ,2,3,4,4,4,2,4,6,37,53,45,46,61,30,0,0,26
SYR,98,134,142,162,95,64,41,88,133,183,221,251,404,435,184,235,380
TCD,81,156,134,66,59,58,84,122,103,89,51,31,22,29,43,67,97
TGO,29,51,57,28,40,34,24,21,36,44,33,35,25,25,12,19,14
THA,10,7,9,15,9,14,10,142,177,214,93,37,15,4,3,9,6
TJK,3,10,9,6,6,6,2,4,11,13,13,15,13,12,0,5,11
TKM,2,2,5,3,9,4,2,0,2,4,5,5,3,3,0,0,*
TTO,62,97,267,242,128,163,111,146,220,248,141,67,46,30,17,12,25
TUN,108,141,90,66,38,31,37,67,71,85,84,120,111,79,28,26,26
TUR,731,1779,1887,1071,331,321,370,327,423,486,523,513,534,345,111,248,998
TZA,192,264,243,118,27,16,14,24,49,68,50,20,30,26,7,25,51
UGA,105,88,190,151,61,42,156,156,134,121,108,70,57,46,27,54,91
UKR,553,546,570,421,363,315,283,332,401,378,341,283,310,243,158,236,338
URY,141,264,438,459,87,17,27,18,41,54,44,41,28,7,1,1,*
USA,86,99,218,340,266,244,378,1090,1735,1419,818,541,363,205,60,91,122
UZB,43,65,67,53,44,44,46,53,45,44,65,58,42,39,10,25,49
VCT,78,174,510,419,208,353,318,504,744,1072,1047,905,486,223,33,32,117
,127,190,388,732,274,91,99,178,294,405,354,252,175,105,92,173,355
VNM,85,86,104,86,70,40,31,28,29,43,33,33,25,23,3,4,15
,1,1,10,33,151,14,10,148,154,26,5,32,106,60,9783,8406,45
YEM,95,111,137,79,47,28,14,23,30,33,30,28,36,43,32,81,231
ZAF,36,33,19,22,20,14,22,17,27,44,53,38,34,22,13,21,34
ZMB,2,18,23,18,14,11,5,23,27,23,17,12,6,5,0,2,6
ZWE,166,2566,665,84,70,625,508,476,601,578,326,73,67,47,35,43,89
AFG,621,729,699,190,195,188,189,251,582,869,923,1369,2228,2190,887,7243,7761
AGO,431,608,745,383,146,82,67,74,114,103,69,84,83,77,52,27,41
ALB,63,44,36,12,7,9,3,6,16,14,12,33,63,72,72,109,84
ARM,232,258,227,95,50,55,33,33,101,118,79,86,94,145,137,87,93
AUT,1,1,,,,,,0,0,0,,0,,,0,0,0
AZE,65,85,96,68,34,23,14,23,59,26,26,18,16,35,37,33,40
BDI,20,32,51,35,13,11,8,3,11,11,2,7,6,6,7,11,22
BFA,21,32,19,12,6,4,1,8,13,14,10,13,13,11,11,6,11
BGD,189,297,343,96,35,9,14,15,35,36,25,28,52,67,44,54,47
BGR,27,89,80,39,71,29,13,7,12,14,8,30,2,7,0,1,0
BIH,725,600,1030,211,68,88,44,41,198,237,116,186,208,168,114,35,23
BLR,45,77,142,136,42,11,22,21,48,41,30,56,69,56,37,31,28
BOL,7,10,17,6,6,8,1,0,11,1,0,1,0,,0,0,0
BTN,3,6,11,6,1,,1,2,12,13,9,4,6,4,3,1,*
,1,4,4,4,1,1,1,1,0,1,,0,0,2,2,2,6
CHN,61,163,491,543,239,266,190,120,195,281,305,560,1236,1676,730,590,511
,40,63,151,152,90,95,60,44,168,118,64,178,162,150,83,46,72
CMR,32,145,144,130,83,75,81,88,143,117,61,58,57,50,55,27,77
COD,432,422,491,328,244,197,167,122,299,239,208,190,251,351,253,162,154
COG,51,58,31,31,9,13,7,4,19,13,9,12,6,7,7,6,*
COL,48,45,34,8,18,14,23,23,26,27,27,14,18,16,5,7,26
CUB,9,6,13,10,5,5,3,5,4,7,9,9,9,7,2,3,*
DZA,140,427,438,169,62,20,23,19,138,183,168,266,362,216,107,131,140
ECU,3,1,6,5,4,8,4,8,8,10,10,10,3,0,0,0,0
EGY,10,11,11,10,6,6,1,3,5,18,26,75,128,143,95,53,44
ERI,180,68,175,166,110,132,922,1808,3249,2756,1234,1319,3764,3698,6465,9588,7344
ESH,2,3,3,6,2,7,,0,7,5,3,4,,0,4,2,5
ETH,297,242,281,233,113,88,221,231,367,307,245,287,432,533,509,668,866
GAB,1,4,4,3,2,2,,1,3,9,3,5,7,5,1,0,*
GEO,92,178,334,144,78,45,51,30,266,246,133,98,201,153,149,109,147
GIN,151,243,210,119,60,57,23,37,162,178,126,177,215,180,140,135,239
GMB,1,1,1,,5,5,5,11,124,84,93,183,298,179,126,206,60
GNB,31,17,25,17,8,8,10,6,56,83,49,155,291,183,57,31,22
GRC,1,,,,,,,,0,,0,,1,0,0,,*
HRV,22,21,15,9,1,15,2,2,2,1,4,7,10,8,2,3,0
HUN,2,3,,1,1,,,0,1,0,1,7,5,0,0,0,0
IDN,1,,,,,,,1,1,1,0,1,0,,0,,
IND,81,67,65,28,26,7,9,5,14,14,11,5,14,12,10,16,11
IRN,569,469,407,272,158,186,251,241,632,608,584,638,698,675,451,694,894
IRQ,1555,1365,1220,1861,1532,364,324,479,1238,1036,642,564,469,431,307,2120,2079
ISR,23,9,8,10,7,2,5,1,2,0,,1,1,2,4,5,*
ITA,1,1,1,,,,,0,8,1,0,0,8,2,4,0,*
JOR,16,10,14,6,2,1,5,6,9,9,2,7,11,9,31,22,17
KAZ,24,33,24,49,12,4,6,5,4,10,7,18,20,24,23,3,*
KEN,11,14,16,12,11,2,3,4,18,14,9,17,18,17,11,4,*
KGZ,5,9,8,14,7,1,3,6,6,1,22,20,27,9,9,8,10
KHM,3,3,,,,1,,0,0,0,0,0,0,0,1,0,0
KWT,3,1,1,,,1,1,2,1,3,1,1,,1,1,1,8
,1,1,,1,,,,0,0,0,0,0,0,,0,1,*
LBN,45,54,59,18,16,10,23,9,31,17,9,12,16,24,39,35,34
LBR,13,20,94,297,91,30,13,9,22,25,34,39,36,35,27,15,12
LBY,183,104,93,47,13,20,26,9,24,23,22,110,112,119,137,101,96
LKA,1433,511,372,161,109,111,221,508,1406,2036,2002,2012,1610,1904,1540,1538,1849
LTU,3,13,11,9,,,,0,0,4,1,0,0,1,0,,
LVA,2,2,2,,,,,0,0,1,1,1,2,1,1,0,0
MAR,7,11,11,4,6,11,12,11,18,31,64,219,403,249,166,105,127
MDA,20,53,102,57,14,11,4,2,10,18,5,13,9,3,5,6,8
,42,719,528,45,38,32,9,24,85,61,124,410,230,153,88,77,61
MLI,29,75,64,36,7,10,4,3,11,17,14,35,139,186,101,60,27
MMR,2,2,3,5,6,4,1,11,11,3,5,10,14,17,7,7,*
MNG,86,19,62,28,22,19,45,55,166,167,87,105,59,60,59,86,70
MRT,35,53,47,15,6,3,4,3,21,17,18,29,49,45,23,11,7
NGA,128,174,351,128,64,57,61,87,556,737,548,713,801,328,281,321,154
NPL,16,15,31,33,30,103,6,2,38,36,31,25,47,36,25,17,20
PAK,252,279,328,241,70,28,35,33,49,76,92,111,175,198,165,233,242
PAN,2,2,,,,,,,,,,,,,,,0
PER,5,5,3,,,,,1,2,0,1,1,1,1,0,0,0
POL,3,7,8,3,,2,1,0,6,6,6,1,1,1,0,1,0
ROU,8,16,35,38,13,16,19,10,16,33,16,22,4,4,4,3,*
RUS,183,352,451,446,257,194,254,121,232,342,230,205,252,307,204,146,152
RWA,30,32,21,21,6,9,9,6,13,7,9,10,13,11,10,5,*
SAU,2,,,,1,,1,2,3,2,1,1,0,0,1,3,9
SDN,42,42,110,61,52,65,48,28,101,109,79,107,120,102,103,212,191
SEN,3,5,8,1,2,6,9,6,17,30,33,68,169,71,65,66,13
SLE,340,543,282,59,40,17,8,5,26,38,29,38,52,36,29,28,33
SOM,269,192,249,202,240,218,152,274,1921,1592,408,440,810,820,702,1007,1240
,3718,1733,1554,872,411,523,479,367,1681,1464,1251,1797,1065,833,667,339,221
SVK,1,6,11,9,,,1,3,5,7,3,5,0,0,0,1,0
SVN,1,,1,2,,,,0,,,,0,,0,0,1,0
SYR,152,185,254,135,106,91,117,299,575,723,859,1066,1692,2849,3501,4462,3858
TCD,8,15,19,15,5,5,1,0,12,12,2,17,20,9,18,17,11
TGO,76,127,233,182,148,181,125,55,159,127,97,74,80,94,52,28,32
TJK,1,5,6,6,5,,1,2,2,4,5,2,4,0,3,1,8
TKM,1,,2,8,7,2,,2,4,4,1,2,2,2,2,2,*
TUN,119,104,91,58,53,37,19,20,44,131,162,817,501,271,153,104,53
TUR,1130,1526,1805,1093,605,409,361,355,882,736,653,827,895,916,597,386,559
TZA,1,4,2,5,5,1,2,0,3,4,4,9,14,16,10,5,*
UGA,10,16,9,10,5,8,4,10,23,18,15,23,24,27,23,20,16
UKR,62,88,163,61,20,7,6,4,19,25,12,13,24,23,132,182,113
USA,1,,,,,,1,0,1,0,1,1,0,1,2,1,*
UZB,10,19,34,37,,3,11,6,10,17,16,18,4,4,9,14,11
VNM,13,4,17,5,5,1,2,0,5,4,3,3,5,10,9,5,*
,12507,11295,12080,14235,12385,9845,7395,4481,303,348,250,232,219,466,575,586,499
YEM,122,135,106,50,17,22,26,37,70,71,67,80,80,107,74,54,42
ZAF,2,8,4,4,3,2,3,4,10,7,4,10,14,8,3,0,*
ZWE,1,4,18,28,16,25,13,7,24,8,7,15,4,9,5,2,6
AGO,1,,,,,,,,,,,,,,,,*
ARG,1,1,,,,,,1,2,,0,1,0,,1,1,*
BDI,1,,,,,1,1,0,,,,,,,,,
COD,2,3,,,,9,10,4,7,,1,2,7,5,9,0,0
COL,18,17,4,38,67,82,298,472,821,,246,318,287,355,469,840,2548
CUB,5,6,7,3,8,5,4,5,5,,10,16,18,20,20,36,90
ECU,1,1,1,,,,9,3,14,,0,1,1,1,1,8,28
IRN,1,,1,,,,,,,,,,,,1,1,*
LBR,1,1,,,1,1,1,1,1,,,,,,,,
,3,,,,,,,,,,,,,,,,
MNG,4,,,,,,,,,,,,,,,,
NGA,6,1,,,2,,1,,,,0,0,,,0,0,
PER,10,1,,2,1,4,7,3,2,,2,3,3,3,4,4,17
ROU,9,27,,,,,,,,,,,,,,,
RUS,2,2,2,3,,,,1,0,,,2,2,3,7,7,12
SLE,1,,,,,,,,,,,,,,,,
SWE,3,,,,,,,,,,,,,,,,
BDI,1,,3,5,1,2,2,0,1,,,,,,2,8,10
COD,4,,,1,,2,2,1,0,,,,0,1,2,16,15
COG,4,,,,,,1,1,0,,,,,,7,4,
PSE,2,,1,2,1,1,3,3,0,3,6,0,1,4,1,6,7
SDN,1,,1,,,2,,,,1,0,,1,0,,1,
BDI,12,8,,,2,6,7,6,3,1,1,1,0,,0,0,6
,9,106,141,156,174,228,205,178,2,6,3,4,10,41,104,89,89
CMR,4,7,11,13,13,17,13,15,3,8,4,5,10,8,11,13,*
COD,179,128,208,204,509,549,408,177,35,33,41,48,48,62,63,64,32
COG,677,605,594,622,772,787,761,641,20,17,11,3,21,19,18,20,10
ERI,1,2,1,1,1,,,,1,1,1,1,0,,0,0,
GHA,6,6,6,6,6,7,7,7,1,6,10,11,8,9,9,10,*
GIN,14,16,18,29,32,33,33,34,1,1,2,1,1,15,12,12,11
LBR,1208,1328,,,,,6,6,25,40,75,461,275,269,258,255,23
NGA,9,6,12,18,29,34,41,98,76,65,62,81,74,84,86,86,18
PSE,1,1,1,6,6,6,6,6,0,,,,,4,4,4,*
ROU,4,4,4,4,4,4,4,4,0,,,,,,,,
RWA,110,71,66,74,82,82,84,61,17,5,8,14,15,14,15,16,8
SDN,2,3,3,3,3,1,2,1,0,1,1,1,1,1,2,1,*
SEN,1,1,1,3,3,3,3,5,3,0,1,1,1,1,1,1,*
TCD,4,3,5,10,9,18,18,9,4,3,2,5,6,8,7,7,*
TGO,1,13,38,48,60,236,243,151,66,15,18,14,27,26,26,27,15
BDI,47,30,45,36,29,10,6,0,4,4,2,2,0,3,4,14,18
COD,649,1129,3128,3177,3028,2599,466,305,164,116,187,209,234,383,412,297,120
COG,221,331,597,576,608,513,54,22,7,6,8,7,9,20,14,12,12
LBR,59,71,123,115,134,143,26,19,3,3,7,4,3,17,10,2,0
RWA,296,353,424,444,357,361,243,202,77,107,133,104,101,167,220,170,134
TCD,215,335,435,625,745,1197,1404,466,864,295,459,511,518,605,529,478,244
,146,225,343,349,348,292,30,,,,,,,,,,
AGO,20,182,171,29,32,5,4,2,2,2,2,3,0,7,5,0,13
BDI,11,5,40,45,71,24,8,6,0,583,720,785,862,851,542,329,524
COG,22,20,18,30,14,10,14,9,3,6,15,20,125,12,14,6,29
LBR,16,16,14,102,84,10,2,10,0,,,,44,7,7,0,19
MRT,1,1,1,1,1,,1,1,0,,,,,,,,
RWA,47,35,118,195,90,78,35,33,2,34,152,256,748,397,320,357,396
SDN,18,15,4,9,6,3,3,3,,,1,2,1,1,0,,0
SLE,9,20,1,5,5,,,,,,,,6,0,0,0,*
UGA,2,2,1,4,4,,,,,2,4,4,1,1,1,3,*
AGO,1,1,5,3,3,,8,10,25,36,46,39,29,66,89,77,77
BDI,3,1,2,6,13,10,9,8,6,6,20,18,18,18,17,9,9
,2,2,43,70,71,94,117,143,98,116,218,134,136,122,95,2216,4322
COD,860,2261,2506,2801,2801,2919,3392,3695,2892,4516,4635,2301,2588,1906,2380,1439,1599
LBR,1,15,18,38,38,40,58,58,10,13,7,3,3,5,5,7,7
SDN,4,22,24,23,23,34,44,44,22,28,23,14,14,14,18,23,29
TCD,5,30,36,40,40,55,125,165,51,58,254,158,161,143,137,23,26
UGA,2,2,2,2,2,2,11,11,1,1,0,,,,0,0,0
CUB,3,6,1,3,12,25,62,50,18,29,68,45,56,37,84,13,15
ECU,1,,,,,1,,,0,,0,3,3,5,0,1,*
IRN,7,7,7,,,,,0,,,,,,,0,0,0
PER,1,,,1,5,,,,,,5,0,0,,0,0,*
COL,954,2411,,,,,307,476,401,377,296,325,356,309,208,483,467
CUB,55,94,1,3,18,18,6,5,0,10,40,42,56,28,104,158,137
PER,28,22,16,10,11,11,,1,4,6,0,0,0,0,1,1,*
,52,46,69,64,142,142,19,,,,,,,,909,896,218
COL,1,,,,,,,,1,1,1,1,0,,,,
ERI,1,,,,,1,1,1,0,0,6,0,,,,0,0
ETH,3,4,,3,2,26,15,9,6,2,0,,,,0,0,0
IRN,7,,1,,1,,,0,0,,3,0,,1,2,1,7
IRQ,1,,,2,,,,0,,,,,,,,0,*
AFG,1,11,19,68,138,155,135,108,75,45,112,113,48,21,12,16,9
BGR,2,2,5,2,22,78,99,0,0,,,,0,,,,
BIH,6,28,33,10,15,19,23,23,24,12,21,25,5,0,0,0,0
DZA,1,3,5,5,2,5,6,5,6,5,11,4,5,6,3,1,*
EGY,2,43,7,32,68,139,206,309,345,264,155,190,156,200,220,179,246
ETH,1,1,1,2,8,11,10,11,13,16,21,13,2,3,5,7,16
GEO,1,25,25,163,788,1213,1157,848,498,351,36,13,6,4,6,23,33
HRV,2,4,3,1,,,1,0,0,,1,1,0,,0,0,0
IRN,186,703,836,757,887,826,751,886,909,591,545,206,107,50,64,68,79
IRQ,39,99,95,119,170,243,267,269,264,240,459,237,266,470,393,339,215
JOR,4,17,5,4,29,111,160,187,136,111,137,73,27,22,29,15,28
LBN,12,50,44,64,98,172,227,256,225,95,106,76,21,15,13,46,35
LBR,1,,1,1,3,4,5,2,1,3,3,0,0,,0,0,0
LKA,5,17,19,10,501,733,701,1018,554,171,183,113,49,38,53,45,76
NGA,2,7,18,17,23,28,39,208,187,84,92,23,8,20,18,21,26
PAK,10,132,166,482,1095,1400,1041,665,200,93,82,84,20,46,25,53,107
PSE,20,48,198,331,334,521,371,1267,1413,1170,1796,636,527,101,51,172,227
RUS,5,130,144,262,637,882,738,323,147,69,83,70,14,9,23,26,33
SDN,1,1,3,2,8,9,10,9,7,4,6,4,0,4,5,3,6
SLE,6,4,3,2,1,2,1,3,4,4,8,4,3,2,4,1,*
SOM,1,3,4,3,3,4,5,13,13,9,11,7,15,47,34,64,206
,184,404,176,45,46,51,6,21,16,21,78,75,22,10,1,4,5
SYR,4,26,20,44,532,1535,2461,2262,1010,404,242,345,946,1319,1109,692,824
TUR,3,28,106,308,250,325,212,109,74,101,187,147,78,15,43,16,36
AFG,395,133,47,23,12,3,4,16,20,9,9,0,14,10,7,6,16
AGO,19,22,19,3,,2,4,10,8,3,4,,1,0,0,0,0
ARM,218,644,441,81,46,22,61,55,47,44,31,0,18,22,19,24,35
AZE,9,57,39,23,7,7,5,9,6,5,7,0,8,8,1,5,39
BDI,1,,,,,,,,,,,,,0,0,0,0
BFA,1,,,,,,,,0,1,0,,,1,1,0,0
BGD,4,,,,,,,17,3,1,1,0,,1,1,0,*
BGR,103,159,58,12,7,1,8,0,,,,,0,,0,0,0
BIH,7,5,9,2,2,3,2,0,1,1,5,,4,0,1,1,*
BLR,174,374,354,249,125,155,189,161,140,93,87,0,100,12,9,7,5
CHN,46,77,282,138,74,39,105,50,17,9,7,0,6,5,0,36,98
,5,25,29,15,6,8,18,8,6,3,3,0,0,1,2,3,0
CMR,1,,,,,,7,11,10,6,,0,1,2,3,3,*
COD,11,,,,,,12,41,38,42,25,0,8,6,7,9,*
COG,6,,,,,,,9,8,4,4,0,3,2,2,3,*
CUB,11,,,,,,12,64,2,8,7,0,9,5,15,30,50
DJI,2,,,,,,,,,,,,,,0,0,0
DZA,72,100,94,52,13,8,41,13,12,9,9,0,10,5,2,3,8
ERI,1,,,,,,,,1,0,,0,0,1,0,0,0
ETH,3,,,,,,3,4,2,0,1,0,1,0,9,14,12
GEO,93,775,425,169,22,19,52,43,44,28,18,0,13,8,8,11,14
GHA,7,4,11,2,1,,11,6,2,2,2,0,2,2,5,3,5
GIN,2,15,14,7,4,1,9,7,5,5,5,,4,2,3,1,0
GMB,2,,,,,,,1,0,0,0,,0,,0,0,0
